"team","total","attack","defense","n.games","region","age","fall.league","win.league","spr.league","other"
"Yakima Borges B01",831,1.53,0.81,22,"WA","B01","RCL B01 Div 4","","Win RCL B01 Div 4",""
"Kajumulo FC Tembo B01",830,1.39,0.88,29,"WA","B01","PSPL Copa U13","","Spr PSPL Classic 1 U13",""
"Sky River Select B00",827,1.08,1.12,15,"WA","B00","NPSL B14D3","","",""
"LASC Brasil B01",826,2.23,0.54,13,"OR","B01","","","Spr OYS B01 Premier",""
"Seattle United W White B00",826,1.36,0.88,21,"WA","B00","NPSL B14D2","","","Founders Cup B00"
"Nationals West B01",826,1.47,0.81,22,"ID","B01","Idaho D3 A U13","","Spr Idaho D3 A U13",""
"Eastside FC Red B03",825,1.5,0.79,46,"WA","B03","RCL B03 Div 1","","Win RCL B03 Div 1","WYS Presidents Cup B03 Div 1, NWCL U11"
"Mukilteo Strikers B01",821,1.79,0.65,23,"WA","B01","NPSL B13D2","","",""
"Whatcom Rangers Gold B02",818,0.95,1.19,35,"WA","B02","RCL B02 Div 3, RCL B02 7V2","","Win RCL B02 Div 3","WYS Championship B02"
"Crossfire Premier C B01",815,1.27,0.87,45,"WA","B01","RCL B01 Div 3","","Win RCL B01 Div 4","WYS Presidents Cup B01 Div 1"
"Gala FC B01",813,1.28,0.86,14,"WA","B01","","","Spr PSPL Classic 2 U13","WA Cup BU13 Silver/Bronze U13"
"Surrey United 2003B",812,1.27,0.86,9,"BC","2003B","","","",""
"FC Spokane Grey Retan B00",812,1.47,0.74,26,"WA","B00","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14",""
"FC Columbia County B00",811,1.26,0.86,25,"OR","B00","PTT-B B00 Timbers Div 1","","Spr OYS B00 Div 2",""
"Seattle United Shoreline White B00",810,1.91,0.56,26,"WA","B00","NPSL B14D2","","Spr NPSL B14D2","Founders Cup B00"
"Washington Timbers Burgundy B00",810,1.31,0.82,32,"WA","B00","PTT-B B00 Timbers Div 1","","Spr OYS B00 Div 2","Founders Cup B00"
"FC El Tri Super Tri B02",809,1.72,0.62,9,"OR","B02","PTT-B B01 Timbers Div 1","","",""
"Sandpoint Strikers B01",804,1.5,0.68,18,"ID","B01","NWL BU13","","Spr NWL BU13",""
"Dragons FC B02",803,1.51,0.67,40,"WA","B02","PSPL Classic 1 U12","","Spr PSPL SuperLeague U12","WA Cup BU12 Gold/Platinum U12"
"Albany FC Heat B01",801,1.58,0.64,21,"OR","B01","","","",""
"Seattle United W White B01",800,1.34,0.75,21,"WA","B01","NPSL B13D2","","","Founders Cup B01"
"Crossfire Select Taylor B01",800,1.07,0.94,29,"WA","B01","NPSL B13D1","","Spr NPSL B13D1","Founders Cup B01"
"WPFC Navy B01",798,0.84,1.17,39,"WA","B01","RCL B01 Div 4","","Win RCL B01 Div 4","WYS Presidents Cup B01 Div 2"
"Breakers Crump B00",795,2.18,0.44,15,"WA","B00","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14",""
"ISC Gunners Select B00",793,0.9,1.06,33,"WA","B00","NPSL B14D3","","Spr NPSL B14D2","Founders Cup B00"
"Seattle United S Blue B01",789,0.97,0.95,22,"WA","B01","NPSL B13D1","","","Founders Cup B01"
"Seattle United Nova B02",787,1,0.91,12,"WA","B02","","","Win RCL B02 Div 4","WYS Presidents Cup B02 Div 1"
"Washington East SC Davis B01",784,1.27,0.7,11,"WA","B01","","","Spr PSPL-Inland Div 1 U13","WA Cup BU13 Silver/Bronze U13"
"Pumas 02 UNAM B01",783,1.61,0.55,30,"WA","B01","PSPL Copa U13","","Spr PSPL Classic 2 U13","WA Cup BU13 Silver/Bronze U13"
"Whatcom Rangers White B01",783,1.37,0.65,26,"WA","B01","NPSL B13D2","","Spr NPSL B13D1",""
"LASC Eagles B02",782,1.32,0.67,12,"OR","B02","","","",""
"Crossfire Select OMelia B02",782,1.04,0.85,28,"WA","B02","NPSL B12D1","","","Founders Cup B02"
"Crossfire Premier C B02",781,0.92,0.95,41,"WA","B02","RCL B02 Div 2","","Win RCL B02 Div 2","WYS Presidents Cup B02 Div 1"
"South Kitsap United B00",781,1.66,0.53,19,"WA","B00","DIII B14D1","","","Founders Cup B00"
"FC Alliance A B03",780,1.25,0.7,33,"WA","B03","RCL B03 Div 1","","Win RCL B03 Div 1","WYS Presidents Cup B03 Div 1"
"Seattle United Shoreline Blue B01",780,1.43,0.61,32,"WA","B01","NPSL B13D2","","Spr NPSL B13D1","Founders Cup B01"
"Twin Falls Rapids B01",776,1.71,0.5,14,"ID","B01","","","Spr Idaho D3 A U13",""
"FWFC Thunder Bolts B01",776,1.41,0.6,13,"WA","B01","DIII B13D1","","",""
"RSA Elite White B00",776,1.03,0.82,38,"WA","B00","PSPL Copa U14","","Spr PSPL Copa U14","WA Cup BU14 Silver/Bronze U14"
"WAFC Real Madrid B02",775,1.32,0.64,29,"OR","B02","PTT B02 Premier","","Spr OYS B02 Div 1",""
"Table Rock SC Thunder B01",775,1.9,0.44,9,"OR","B01","","","",""
"River Plate SC Blue River B02",772,1.67,0.49,31,"OR","B02","OPL 2nd Div U13","","Spr OPL Hoodoo Div U13","Directors Cup OPL Gold U13"
"PCU Red B01",771,1.64,0.5,29,"OR","B01","PTT-B B01 Timbers Div 1","","Spr OYS B01 Div 1","OYS Presidents Cup B01"
"Boise Nationals Bayern Black B02",767,1.07,0.74,28,"ID","B02","Idaho D3 A U12","","Spr Idaho D3 A U12","NWCL U12"
"FC Portland White B01",767,1.14,0.7,31,"OR","B01","OPL 1st Div U13","","Spr OPL Santiam Div U13","Directors Cup OPL Silver U13"
"BIFC Blue B01",765,1.15,0.69,19,"WA","B01","NPSL B13D3","","","Founders Cup B01"
"RVSC Timbers Red B02",764,1.04,0.75,25,"OR","B02","PTT-B B02 Championship","","Spr OYS B02 Div 1",""
"NWN Red B03",764,1.02,0.76,39,"WA","B03","RCL B03 Div 1","","Win RCL B03 Div 1","WYS Presidents Cup B03 Div 1"
"NW United Classic B01",764,1.27,0.61,35,"WA","B01","PSPL Copa U13","","Spr PSPL Classic 2 U13",""
"ASE Nacional B01",763,1.32,0.59,16,"WA","B01","PSPL-Inland Div 1 U13","","Spr PSPL-Inland Div 1 U13",""
"Westside Timbers Copa B03",762,1.21,0.64,50,"OR","B03","PTT B03 Premier","","Spr OYS B03 Premier Green","NWCL U11, OYS State Cup B03"
"Snohomish United Black B02",762,1.31,0.59,40,"WA","B02","RCL B02 Div 2","","Win RCL B02 Div 2","WYS Presidents Cup B02 Div 1"
"TC United B01",761,1.16,0.66,30,"WA","B01","PSPL Classic 2 U13","","Spr PSPL Classic 1 U13","WA Cup BU13 Silver/Bronze U13"
"Crossfire Select Nakamura B01",760,1.3,0.58,25,"WA","B01","NPSL B13D1","","","Founders Cup B01"
"TSS Academy Elmes B02",755,1.02,0.72,10,"OR","B02","","","",""
"Nortac Red Devils B01",754,1.61,0.45,8,"WA","B01","","","Spr PSPL Copa U13",""
"WPFC Black B03",753,1.02,0.71,46,"WA","B03","RCL B03 Div 1","","Win RCL B03 Div 1","WYS Presidents Cup B03 Div 1, NWCL U11"
"FC Spokane Grey B00",752,1.21,0.6,25,"WA","B00","PSPL-Inland Div 1 U14","","Spr PSPL-Inland Div 1 U14",""
"VYSA Hill B01",752,1.75,0.41,9,"ID","B01","NWL BU13","","Spr NWL BU13",""
"Southside SC Revolution B02",751,1.14,0.63,44,"OR","B02","OPL Premier U12","","Spr OPL Zig Zag Div U12","OPL State Cup U12, Directors Cup OPL Silver U12"
"Neto United B01",751,0.85,0.84,14,"ID","B01","Idaho D3 B U13","","Spr Idaho D3 B U13",""
"Central WA SA Navy B02",750,1.24,0.57,33,"WA","B02","PSPL Premier U12","","Spr PSPL SuperLeague U12","WA Cup BU12 Gold/Platinum U12"
"ISC Gunners A B02",749,1.15,0.61,38,"WA","B02","PSPL Premier U12","","Spr PSPL SuperLeague U12","NWCL U12"
"Eastside FC White B02",749,0.98,0.71,42,"WA","B02","RCL B02 Div 2, RCL B02 7V2","","Win RCL B02 Div 2","WYS Presidents Cup B02 Div 1"
"Sting SC Liverpool B01",744,1.2,0.57,27,"ID","B01","PSPL-Inland Div 1 U13, NWL BU13","","Spr NWL BU13","WA Cup BU13 Silver/Bronze U13"
"NEU Lazio Blue B01",743,1.17,0.58,29,"OR","B01","OPL 2nd Div U13","","Spr OPL Santiam Div U13","Directors Cup OPL Gold U13"
"FC Alliance B B02",734,1.1,0.58,37,"WA","B02","RCL B02 Div 2","","Win RCL B02 Div 2","WYS Presidents Cup B02 Div 2"
"Harbor Premier Green B02",733,0.99,0.64,42,"WA","B02","RCL B02 Div 3","","Win RCL B02 Div 3","WYS Presidents Cup B02 Div 2"
"Boise Nationals Galaxy Gold B01",733,1.07,0.59,20,"ID","B01","Idaho D3 A U13, Idaho D3 U14","","Spr Idaho D3 A U13",""
"BSC Portland Gold-Tiempo B01",732,0.92,0.68,23,"OR","B01","PTT-B B01 Championship","","Spr OYS B01 Div 2","OYS Presidents Cup B01"
"BSC Portland Black-Legends B02",731,0.86,0.72,30,"OR","B02","PTT B02 Premier","","Spr OYS B02 Premier","OYS State Cup B02"
"Kent United Green B02",730,0.86,0.72,44,"WA","B02","NPSL B12D1","","Spr PSPL Classic 1 U12","WYS Presidents Cup B02 Div 1, Founders Cup B02"
"MVP Rapids Navy B02",730,1,0.62,38,"WA","B02","PSPL Premier U12","","Spr PSPL SuperLeague U12","WA Cup BU12 Gold/Platinum U12"
"Seattle Celtic White B01",728,1.07,0.57,24,"WA","B01","PSPL Copa U13","","Spr PSPL Copa U13",""
"NW United Premier B02",728,1.08,0.57,36,"WA","B02","PSPL Classic 1 U12","","Spr PSPL SuperLeague 2 U12","WA Cup BU12 Gold/Platinum U12"
"Central WA SA White B01",728,0.84,0.72,24,"WA","B01","PSPL Classic 1 U13","","Spr PSPL Classic 1 U13",""
"Spokane Scotties Pratt B01",726,1.24,0.48,18,"WA","B01","PSPL-Inland Div 2 U13","","Spr PSPL-Inland Div 2 U13",""
"Pacific FC Rapids B01",724,1.08,0.55,24,"WA","B01","OPL 2nd Div U13","","Spr OPL Santiam Div U13",""
"Moscow United B01",723,0.9,0.65,18,"ID","B01","NWL BU13","","Spr NWL BU13",""
"Westside Timbers Samba B02",719,0.89,0.64,54,"OR","B02","PTT-B B02 Championship","","Spr OYS B02 Premier","OYS State Cup B02"
"Idaho Rush Black B03",715,0.93,0.59,22,"ID","B03","Idaho D3 A U11","","Spr Idaho D3 A U11",""
"FC West Mercury B02",714,1.37,0.4,34,"OR","B02","OPL Premier U12","","Spr OPL Zig Zag Div U12","OPL State Cup U12"
"Snohomish United Red B01",713,1.26,0.44,37,"WA","B01","RCL B01 Div 4","","Win RCL B01 Div 4","WYS Presidents Cup B01 Div 2"
"Idaho Rush White B03",713,0.87,0.63,23,"ID","B03","Idaho D3 A U11","","Spr Idaho D3 A U11",""
"Crossfire Select Butler B02",713,0.98,0.56,25,"WA","B02","NPSL B12D1","","","Founders Cup B02"
"Foothills SC Celtic B01",712,0.81,0.67,19,"OR","B01","OPL 1st Div U13","","",""
"Newport FC Real B01",711,0.89,0.61,23,"WA","B01","NPSL B13D3","","","Founders Cup B01"
"CB United B01",708,1.24,0.43,15,"WA","B01","PSPL-Inland Div 1 U13","","Spr PSPL-Inland Div 1 U13",""
"Spokane Pumas Black B03",707,0.8,0.66,48,"WA","B03","PSPL Premier U11","","Spr PSPL SuperLeague U12","NWCL U11, WA Cup BU11 Gold/Platinum U11"
"NEU Ajax Blue B00",707,0.92,0.57,23,"OR","B00","OPL 1st Div U14","","Spr OYS B00 Div 2",""
"BSC Newberg Vapor B01",707,1.65,0.32,20,"OR","B01","PTT-B B01 Timbers Div 1","","Spr OYS B01 Div 2","OYS Presidents Cup B01"
"Cascade FC Green B02",706,0.84,0.62,38,"WA","B02","PSPL Classic 1 U12","","Spr PSPL SuperLeague 2 U12","WA Cup BU12 Gold/Platinum U12"
"Washington Timbers Crimson B00",706,0.76,0.68,32,"WA","B00","PTT-B B00 Timbers Div 1","","Spr OYS B00 Div 2","Founders Cup B00"
"FC Nova SuperNova Black B01",703,0.68,0.75,19,"ID","B01","Idaho D3 A U13","","Spr Idaho D3 A U13",""
"Washington East SC B02",703,1.09,0.47,38,"WA","B02","PSPL Premier U12,","","Spr PSPL SuperLeague U12","WA Cup BU12 Gold/Platinum U12"
"FC West Warriors B01",703,1,0.51,28,"OR","B01","OPL 2nd Div U13","","Spr OPL Tillamook Div U13",""
"BSC Portland Venom B00",702,1.07,0.47,17,"OR","B00","PTT-B B00 Timbers Div 1","","Spr OYS B00 Div 2",""
"Washington Timbers Green B02",702,0.87,0.58,38,"WA","B02","PTT-B B02 Championship","","Spr OYS B02 Div 1","OYS Presidents Cup B02"
"NK Havoc B01",701,1.32,0.38,36,"WA","B01","PSPL Classic 2 U13","","Spr NPSL B13D2","WA Cup BU13 Silver/Bronze U13"
"Kent United Black B00",701,0.87,0.58,13,"WA","B00","DIII B14D1","","",""
"THUSC Uranium B01",699,0.73,0.68,40,"OR","B01","OPL 1st Div U13","","Spr OPL Tillamook Div U13","Directors Cup OPL Gold U13"
"ETFC Dortmund Black B02",698,1.01,0.49,37,"OR","B02","PTT B02 Premier","","Spr OYS B02 Premier","OYS State Cup B02"
"Foothills SC Celtic Green B01",697,0.94,0.52,24,"OR","B01","OPL 2nd Div U13","","Spr OPL Tillamook Div U13","Directors Cup OPL Silver U13"
"Eastside FC Blue B01",695,1.15,0.42,33,"WA","B01","RCL B01 Div 4","","Win RCL B01 Div 5","WYS Presidents Cup B01 Div 2"
"4-H New Castle B02",692,0.82,0.58,16,"OR","B02","PTT-B B02 Timbers Div 1","","",""
"THUSC Beryllium Black B02",690,0.9,0.52,50,"OR","B02","OPL Premier U12","","Spr OPL Zig Zag Div U12","NWCL U12, OPL State Cup U12"
"Idaho Arsenal United Pumas B01",690,0.97,0.48,20,"ID","B01","Idaho D3 A U13, Idaho D3 B U13","","Spr Idaho D3 A U13",""
"Seattle United W Blue B02",690,0.75,0.63,30,"WA","B02","NPSL B12D1","","","Founders Cup B02"
"Slammers Orange B02",687,1.06,0.43,35,"WA","B02","RCL B02 Div 3","","Win RCL B02 Div 3","WYS Presidents Cup B02 Div 1"
"FSC Bulldogs B01",686,0.89,0.51,9,"WA","B01","DIII B13D1","","",""
"Tynecastle FC B02",684,1.22,0.37,24,"WA","B02","PSPL Premier U12","","",""
"Impact FC Black B01",684,0.97,0.46,30,"WA","B01","PSPL Classic 2 U13","","Spr PSPL Classic 1 U13","WA Cup BU13 Silver/Bronze U13"
"PacNW Blue B02",684,1.01,0.44,38,"WA","B02","RCL B02 Div 2","","Win RCL B02 Div 3","WYS Presidents Cup B02 Div 1"
"Gala FC B02",683,0.7,0.64,25,"WA","B02","PSPL Classic 1 U12,","","",""
"Washington Timbers Red B03",682,1,0.44,41,"WA","B03","PTT B03 Premier","","Spr OYS B03 Premier Green","NWCL U11, OYS State Cup B03"
"PCU Red B03",681,0.84,0.52,43,"OR","B03","PTT B03 Premier","","Spr OYS B03 Premier Green","OYS State Cup B03"
"ISC Gunners A B03",680,0.88,0.49,49,"WA","B03","PSPL Premier U11","","Spr PSPL SuperLeague U12","NWCL U11, WA Cup BU11 Gold/Platinum U11"
"Mountain Home B00",680,0.87,0.5,15,"ID","B00","Idaho D3 U14","","Spr Idaho D3 B U14",""
"LASC Eagles Nayarit B03",678,1.02,0.42,21,"OR","B03","","","Spr OYS B03 Premier White","OYS State Cup B03"
"Seattle United NE Blue B01",677,0.94,0.45,32,"WA","B01","NPSL B13D1","","Spr NPSL B13D1","Founders Cup B01"
"South Tacoma United Blanco B02",675,0.69,0.61,24,"WA","B02","DIII B12R1","","","Founders Cup B02"
"Seattle United Shoreline Blue B02",675,0.81,0.52,28,"WA","B02","NPSL B12D1","","","Founders Cup B02"
"FWFC Blue B02",674,0.65,0.65,35,"WA","B02","RCL B02 Div 3","","Win RCL B02 Div 3","WYS Presidents Cup B02 Div 1"
"Breakers White B01",673,0.9,0.46,28,"WA","B01","PSPL-Inland Div 1 U13","","Spr PSPL-Inland Div 1 U13",""
"WPFC Fury Black B01",671,1.29,0.32,29,"WA","B01","PSPL Classic 2 U13","","Spr PSPL Classic 2 U13","WA Cup BU13 Silver/Bronze U13"
"RSA Elite B02",670,0.7,0.58,35,"WA","B02","PSPL Classic 2 U12","","Spr PSPL SuperLeague 2 U12","WA Cup BU12 Gold/Platinum U12"
"WUSC Barcelona White B03",665,1.06,0.37,24,"OR","B03","OPL Premier U11","","",""
"Snohomish United Black B03",664,0.91,0.43,42,"WA","B03","RCL B03 Div 2","","Win RCL B03 Div 1","WYS Presidents Cup B03 Div 1, NWCL U11"
"Academia Leon B02",664,0.96,0.4,32,"OR","B02","PTT-B B02 Championship","","Spr OYS B02 Premier","OYS Presidents Cup B02, OYS State Cup B02"
"Seattle United Tango B03",663,0.81,0.48,45,"WA","B03","RCL B03 Div 2","","Win RCL B03 Div 2","WYS Presidents Cup B03 Div 2"
"Tracyton B01",662,1.22,0.32,12,"WA","B01","NPSL B13D3","","",""
"ETFC Valencia Red B01",662,0.56,0.69,8,"OR","B01","","","Spr OYS B01 Div 2",""
"Crossfire Oregon Academy B03",662,0.58,0.66,10,"OR","B03","","","","NWCL U11"
"WUSC Barcelona B03",661,1.09,0.35,12,"OR","B03","","","Spr OYS B03 Premier Green","OYS State Cup B03"
"Wenatchee Valley United B01",661,0.86,0.45,26,"WA","B01","PSPL Classic 2 U13","","Spr PSPL Classic 2 U13","WA Cup BU13 Silver/Bronze U13"
"FC Spokane Grey B01",660,1.06,0.36,24,"WA","B01","PSPL-Inland Div 2 U13","","Spr PSPL-Inland Div 2 U13",""
"Slammers White B01",660,0.8,0.48,28,"WA","B01","RCL B01 Div 4","","Win RCL B01 Div 5","WYS Presidents Cup B01 Div 2"
"KVJSA Ellensburg FC Chargers B01",658,0.55,0.69,16,"WA","B01","PSPL Classic 2 U13","","Spr PSPL-Inland Div 1 U13",""
"Mercer Island FC Wolfpack B02",658,0.58,0.65,19,"WA","B02","NPSL B12D1","","","Founders Cup B02"
"PacNW Maroon B03",657,0.88,0.42,40,"WA","B03","RCL B03 Div 2","","Win RCL B03 Div 1","WYS Presidents Cup B03 Div 1"
"Emerald City FC Green B02",657,0.81,0.46,24,"WA","B02","PSPL Classic 2 U12","","Spr PSPL Classic 1 U12","WA Cup BU12 Gold/Platinum U12"
"MVP Rapids White B01",656,0.85,0.43,33,"WA","B01","PSPL Copa U13","","Spr PSPL Copa U13","WA Cup BU13 Silver/Bronze U13"
"FWFC Thunder B00",655,0.69,0.53,10,"WA","B00","DIII B14D1","","",""
"Westside Timbers Copa TS B02",654,0.72,0.5,35,"OR","B02","PTT-B B02 Championship","","Spr OYS B02 Div 1","OYS Presidents Cup B02"
"Boise Nationals Barcelona Red B03",653,0.73,0.5,14,"ID","B03","Idaho D3 A U11","","Spr Idaho D3 A U11",""
"ISC Gunners B B01",652,0.78,0.46,37,"WA","B01","PSPL Classic 2 U13","","Spr PSPL Copa U13","WA Cup BU13 Silver/Bronze U13"
"Bend FC Timbers White B01",648,0.82,0.43,26,"OR","B01","PTT-B B01 Timbers Div 1","","Spr OYS B01 Div 1","OYS Presidents Cup B01"
"Lake Hills Legends B01",645,0.97,0.35,23,"WA","B01","NPSL B13D2","","","Founders Cup B01"
"Boise Nationals Barcelona Blue B03",644,0.87,0.39,28,"ID","B03","Idaho D3 A U11","","Spr Idaho D3 A U11","NWCL U11"
"WA Rush Nero B02",642,0.55,0.61,44,"WA","B02","RCL B02 Div 4","","Win RCL B02 Div 3","WYS Presidents Cup B02 Div 2"
"Central WA SA Grey B03",640,0.85,0.39,12,"WA","B03","","","Spr PSPL Classic 1 U11","WA Cup BU11 Gold/Platinum U11"
"WPFC White B02",639,0.6,0.55,44,"WA","B02","RCL B02 Div 3","","Win RCL B02 Div 3","WYS Presidents Cup B02 Div 1"
"Corvallis AYSO Thunder B01",637,1.01,0.32,8,"OR","B01","","","",""
"NSC Barca B02",635,0.65,0.49,25,"WA","B02","NPSL B12D2","","","Founders Cup B02"
"Cascade FC Green B01",635,0.87,0.37,32,"WA","B01","PSPL Copa U13","","Spr PSPL Classic 2 U13","WA Cup BU13 Silver/Bronze U13"
"Coquitlam Metro Ford Juventus 2004B",634,0.74,0.43,12,"BC","2004B","","","","NWCL U11"
"PVSC United Fire B01",631,0.59,0.53,17,"ID","B01","Idaho D3 B U13","","Spr Idaho D3 B U13",""
"FC Tacoma Blue B02",630,0.58,0.53,44,"WA","B02","PSPL Classic 1 U12","","Spr PSPL SuperLeague 2 U12","WA Cup BU12 Gold/Platinum U12"
"Eastside FC White B03",630,0.82,0.38,44,"WA","B03","RCL B03 Div 2","","Win RCL B03 Div 2","WYS Presidents Cup B03 Div 2"
"Kent United White B02",630,0.58,0.53,35,"WA","B02","NPSL B12D1","","Spr NPSL B12D1","Founders Cup B02"
"Washington Timbers Crimson B01",627,0.78,0.39,36,"WA","B01","PTT-B B01 Timbers Div 2","","Spr OYS B01 Div 2","Founders Cup B01"
"Pacific FC Vancouver Chelsea B03",626,0.73,0.41,48,"WA","B03","OPL Premier U11","","Spr OYS B03 Premier White","NWCL U11, OYS State Cup B03"
"Highline Premier Blue B01",621,0.85,0.34,11,"WA","B01","","","Spr PSPL Copa U13","WA Cup BU13 Silver/Bronze U13"
"PSC Eagles B00",621,0.49,0.59,9,"WA","B00","DIII B14D1","","",""
"3 Rivers Grey B01",620,1.13,0.25,17,"WA","B01","NWL BU13","","Spr NWL BU13",""
"NWN Blue B01",619,0.69,0.41,29,"WA","B01","RCL B01 Div 4","","Win RCL B01 Div 5",""
"FC Tacoma White B01",619,0.87,0.33,29,"WA","B01","PSPL Copa U13","","Spr PSPL Copa U13",""
"NPSA Titans B B00",617,0.73,0.38,22,"WA","B00","PSPL Copa U14","","Spr PSPL Copa U14","WA Cup BU14 Silver/Bronze U14"
"SSC Shadow Elite B01",615,0.56,0.49,29,"WA","B01","NWL BU13","","Spr NWL BU13",""
"PSA Force Black B01",613,0.61,0.45,24,"WA","B01","NPSL B13D3","","Spr NPSL B13D2",""
"TFA Barcelona OR B01",613,0.72,0.38,8,"OR","B01","","","",""
"PCU Red B02",608,0.56,0.47,36,"OR","B02","PTT-B B02 Championship","","Spr OYS B02 Premier","OYS Presidents Cup B02"
"Eastside Timbers Red B03",608,0.62,0.42,40,"OR","B03","PTT B03 Premier","","Spr OYS B03 Premier Green","NWCL U11, OYS State Cup B03"
"FC Nova SuperNova Black B02",604,0.7,0.37,27,"ID","B02","Idaho D3 A U12","","Spr Idaho D3 A U12","NWCL U12"
"Eastside FC Blue B03",604,0.55,0.47,40,"WA","B03","RCL B03 Div 3","","Win RCL B03 Div 2","WYS Presidents Cup B03 Div 2"
"Emerald City FC White B01",601,0.62,0.41,26,"WA","B01","PSPL Copa U13","","Spr PSPL Copa U13",""
"Crossfire Select Perry B01",600,0.65,0.38,25,"WA","B01","NPSL B13D3","","","Founders Cup B01"
"South Tacoma United Torres B03",599,0.65,0.38,27,"WA","B03","DIII B12R1","","","WYS Presidents Cup B03 Div 1, Founders Cup B03"
"Kitsap Pumas 1 B01",596,0.49,0.49,27,"WA","B01","PSPL Classic 2 U13","","Spr PSPL Classic 2 U13",""
"FC West Galaxy B01",594,0.73,0.33,23,"OR","B01","OPL 2nd Div U13","","Spr OPL Tillamook Div U13","Directors Cup OPL Silver U13"
"Crossfire Oregon LOSC Kubri Green B02",594,0.62,0.38,35,"OR","B02","OPL Premier U12","","Spr OPL Zig Zag Div U12","OPL State Cup U12"
"CSC Storm B02",594,0.71,0.34,34,"OR","B02","PTT-B B02 Timbers Div 1","","Spr OYS B02 Div 1","OYS Presidents Cup B02"
"3 Rivers Black B03",593,0.78,0.31,39,"WA","B03","RCL B03 Div 2","","Win RCL B03 Div 2","WYS Presidents Cup B03 Div 2"
